siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13840,7870,60,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13841,7890,60,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13842,9750,60,FALSE,"Charcoal, black walnut shell",Juglans,,,"Unit Isi-c, mid Leanne Soil, E22/S78,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-14805,9410,60,FALSE,"Charcoal, Oak, tree root",Quercus,,,"Unit Isi-c, Feature 167, 94.585 m",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-14806,9520,60,FALSE,"Charcoal, stump",,,,"Unit ld/11, Feature 164, 94.705 m",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-14807,9430,60,FALSE,"Charcoal, root",,,,"Unit lsi-c, Feature 72, 94.73 m",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-18639,1990,60,FALSE,charcoal,,,,"IIIc/Wilson-Leonard Soil Feature 10, hearth",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-18640,9340,60,FALSE,Charcoal,,,,"Unit II, Feature 157, Square E26/S72",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19256,10380,60,FALSE,"Sediment, humic acid",,,,"Unir Icl/Isi-c, Cienega top, Square 20, level 44",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19257,10650,60,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 48",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19258,10360,60,FALSE,"Sediment, humic acid",,,,"Unit Icl /lsi-c, Cienega top, Square 20, level 44",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19261,10610,60,FALSE,"Sediment, humic acid",,,,"Un it Icl /lsi- c, Cienega top, Square 20, level 44",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19485,10330,60,FALSE,"Sediment, humic acid",,,,"Unit Icl, Cienega, Square 20, Level 49",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19488,9320,60,FALSE,"Sediment, humic acid",,,,"Un it Icl , Cienega , Square 20, Level 46",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19490,10280,60,FALSE,"Sediment, humic acid",,,,"Unit Icl /Isi-c, Cienega top, Square 20, level 44",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6912,6410,60,FALSE,"Sediment, decalcified",,,,"Unit Isi-c, Leanne Soil, Square 12, level 32",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6913,6560,60,FALSE,"Sediment, decalcified",,,,"Unit Isi-c, Leanne Soil, Square 12, level 30",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-8355,7990,60,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Beta-79803,4880,70,FALSE,charcoal,,,,"IIIb Feature 214, hearth",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Beta-81106,3780,70,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Burned Rock Midden 2,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-10194,8110,70,FALSE,charcoal,,,,"IIIa/Stiba Soil Feature 245, oven",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-10195,9990,70,FALSE,Charcoal,,,,"Unit lsi-c, base Leanne Soil, Feature 255, hearth",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13509,8130,70,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13514,8080,70,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19080/Beta-80859,9240,70,FALSE,"Charcoal, Oak",,,,"Unit I/II, Feature 198, Square WO/ N S",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19252,11080,70,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 49",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19259,10920,70,FALSE,"Sediment, humic acid",,,,"Unit Isi/ Icl , Cienega base, Square 20, level 53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19483,9860,70,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 47",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19486,10990,70,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 51",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19492,10110,70,FALSE,"Sediment, humic acid",,,,"Unit Icl, Cienega, Square 20, Level 45",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19493,10520,70,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 47",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5882,9730,70,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 28, Level 49",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5883,9410,70,FALSE,"Sediment, decalcified",,,,"Unir Icl , Cienega, Square 28, Level 49",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5884,9130,70,FALSE,"Sediment, decalcified",,,,"Unit Icl , Cienega, Square 27, Level 53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5887,10000,70,FALSE,"Sediment, decalcified",,,,"Unit Icl, Cienega, Square 28, Level 52 -53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6348,9540,70,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6350,9610,70,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6911,8290,70,FALSE,"Sediment, decalcified",,,,"Unit Isi-c, Leann e Soil, Square 12, level 33",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-7198,5500,70,FALSE,"Sediment, humic acid",,,,2 level 28,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-7201,8770,70,FALSE,"Sediment, humic acid",,,,"Unit Isi-c, Leanne Soil, Square 12, level 33",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-7207,8090,70,FALSE,Charcoal,,,,"Unit II-top, Feature 247, 95.32 m",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,ETH-14115,3780,70,FALSE,"Other, wild hyacinth bulb",,,,"IIIc/Wilson-Leonard Soil BRM-2, burned rock midden",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Beta-79700,5520,80,FALSE,charcoal,,,,"IIIb Feature 50, tree stump",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-13844,7890,80,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Feature 181,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-18375,8250,80,FALSE,"Charcoal, camassia scilloides bulb",Camassia scilloides,bulb,,Stratum IIIcY,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19489,10270,80,FALSE,"Sediment, humic acid",,,,"Unir Icl, Cienega, Square 20, Level 45",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5881,10500,80,FALSE,"Sediment, humic acid",,,,"Unit Icl, Cienega, Square 28, Level 52 -53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5993,10190,80,FALSE,"Sediment, humins",,,,"Unit Icl, Cienega, Square 28, Level 52-53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6349,9500,80,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6373,9540,80,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6377,10520,80,FALSE,"Shell, snail",,,,"Unit Isi-c, upper Leanne Soil, associated",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6382,9590,80,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6916,7440,80,FALSE,"Sediment, humins",,,,"Unit Isi-c, Leanne Soil, Square 12, level 32",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6917,7280,80,FALSE,"Sediment, humins",,,,"Unit Isi-c, Leanne Soil, Square 12, level 30",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6919,7000,80,FALSE,"Sediment, humic acid",,,,"Unit Isi-c, Leanne Soil, Square 12, level 32",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-7560,9650,80,FALSE,Charcoal,,,,"Unit II, Feature 236, 95.32 m, hearth",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-10207,8830,90,FALSE,"Charcoal, tree root",,,,"Unit I/II, Square 30, Level 33b , 95.12 m, Feature 238",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19484,10660,90,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 48-49",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5994,9680,90,FALSE,"Sediment, humins",,,,"Unit Icl, Cienega, Square 27, Level 53-54",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5995,8780,90,FALSE,"Sediment, humins",,,,"Unit Icl, Cienega, Square 28, Level 49-50",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6915,8110,90,FALSE,"Sediment, humins",,,,"Unit Isi-c , Leanne Soil, Square 12, level 33",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6918,5370,90,FALSE,"Sediment, humins",,,,"Unit Isi-c, Leanne Soil, Square 12, level 28",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6920,7470,90,FALSE,"Sediment, humic acid",,,,"Unit Isi-c, Leann e Soil, Square 12, level 30",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19260,11190,100,FALSE,"Sediment, humic acid",,,,"Unit lsi/Icl , Cienega base, Square 20, level 53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6374,9480,100,FALSE,"Charcoal, Oak stump",,,,"Unit Isi-c, upper Leanne Soil, Feature 253,",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-6914,4710,100,FALSE,"Sediment, decalcified",,,,"Unit Isi-c , Leanne Soil, Square 12, level 28",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19262,11400,110,FALSE,"Sediment, humic acid",,,,"Unit lsi / Icl , Cienega base, Square 20, level 53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19481,10190,110,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 46",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-5886,9960,110,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 27, Level 53",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19482,10440,130,FALSE,"Sediment, humic acid",,,,"Unit Icl, Cienega, Square 20, Level 48",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-19487,10660,170,FALSE,"Sediment, humic acid",,,,"Unit Icl , Cienega, Square 20, Level 50",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-10206,8420,200,FALSE,charcoal,,,,"IIIa/Stiba Soil Feature 245, oven",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4798,7470,230,FALSE,Charcoal,,,,hearth in Unit 3a,accelerator mass spectrometry,-25,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,CAMS-7561,10400,280,FALSE,"Bone, charred bone, protein",,,,"Unit II, Feature 236, 95.32 m",accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,AA-171,13000,3000,FALSE,"Charcoal, burial 2",,,,burial 2; Isi/Icl/Isi-c,accelerator mass spectrometry,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4828,9530,88,FALSE,"Wood, tree stump",,,,"Unit 1, a burned tree stump rooted in the Leanne Soil, feature 165",conventional radiometric,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4784b,8940,100,FALSE,Charcoal,,,,hearth in upper portion of Unit 2,conventional radiometric,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4784a,8820,120,FALSE,Charcoal,,,,hearth in upper portion of Unit 2,conventional radiometric,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4793,9650,124,FALSE,"Sediment, sediment in burial",,,,"Unit I, Burial 2 pit fill, 94.21 m",conventional radiometric,,,,
6125,Wilson-Leonard [41WM235],Collins et al. 1998,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4784c,8860,150,FALSE,Charcoal,,,,hearth in upper portion of Unit 2,conventional radiometric,,,,
6125,Wilson-Leonard [41WM235],Perttula 2004,,7335,WILSLEON,CARD,84614,Assemblage,Tx-4787,9470,170,FALSE,"Sediment, sediment in burial",,,,"Unit I, Burial 2 pit fill, 94 .265 m",conventional radiometric,,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-A2840,490,15,FALSE,"Seeds, Phaseolus",Phaseolus,,,Feature 773,accelerator mass spectrometry,-25.9,,,
6132,Hoxie Farm [11CK4],Simon 2011,https://doi.org/10.1016/j.jas.2010.12.006,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-A1088,345,20,FALSE,"Seeds, Cucurbita spp. Seed coats",Cucurbita,,,Feature 1900,accelerator mass spectrometry,-27,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5426,620,70,FALSE,Wood,,,,Feature 1404,accelerator mass spectrometry,-26.6,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5432,1310,70,FALSE,Wood,,,,Feature 2147,accelerator mass spectrometry,-25.7,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5786,540,70,FALSE,Wood,,,,Feature 324,accelerator mass spectrometry,-26.7,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5787,430,70,FALSE,Wood,,,,Feature 110,accelerator mass spectrometry,-26.6,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5788,530,70,FALSE,Wood,,,,Feature 258,accelerator mass spectrometry,-26.7,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5791,1090,70,FALSE,Wood,,,,Feature 1360,accelerator mass spectrometry,-25.7,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5794,350,70,FALSE,Wood,,,,Feature 454,accelerator mass spectrometry,-26,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5795,220,70,FALSE,Wood,,,,Feature 675,accelerator mass spectrometry,-25.6,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-5796,3640,70,FALSE,Wood,,,,Feature 1001,accelerator mass spectrometry,-26,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-6152,630,70,FALSE,Wood,,,,Feature 569,accelerator mass spectrometry,-25.4,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-6154,1100,70,FALSE,Wood,,,,Feature 1401,accelerator mass spectrometry,-26.7,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-6155,690,70,FALSE,Wood,,,,Feature 611,accelerator mass spectrometry,-26.1,,,
6132,Hoxie Farm [11CK4],Jackson 2017,,7341,HOXIEFRM,CARD,84623,Assemblage,ISGS-6156,510,70,FALSE,Wood,,,,Feature 586,accelerator mass spectrometry,-25.1,,,
6143,Apple Creek,University of Michigan Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200000163,7352,APPLECRK,lit search,84636,White Hall,M-1406,1310,100,FALSE,wood charcoal,,,,,conventional radiometric,,,,
6143,Apple Creek,University of Michigan Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200000163,7352,APPLECRK,lit search,84636,White Hall,M-1407,1160,120,FALSE,wood charcoal,,,,,conventional radiometric,,,,
6143,Apple Creek,University of Michigan Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200036250,7352,APPLECRK,lit search,84636,White Hall,M-1997,1030,120,FALSE,charcoal,,,,date rejected by author,conventional radiometric,,,,
6143,Apple Creek,University of Michigan Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200000163,7352,APPLECRK,lit search,84635,Mixed,M-1408,2660,130,FALSE,wood charcoal,,,,associated with White Hall material but age too old,conventional radiometric,,,,
6143,Apple Creek,University of Michigan Radiocarbon Dates XII,https://doi.org/10.1017/S0033822200019937,7352,APPLECRK,lit search,84634,Middle Woodland,M-1721,1490,130,FALSE,charcoal,,,,,conventional radiometric,,,,
6180,Meyer Cave,University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,7389,MEYERCAV,CARD,84674,Assemblage,M-1195,1040,150,FALSE,Charcoal,,,,"occupation layer, 91.5-122 cmbs, Patrick phase",conventional radiometric,-25,,,
6183,Clear Lake Village [11T1],"Upton, 2019",,7392,CLERLKVL,CARD,84677,Assemblage,D-AMS-20156,624,29,FALSE,"Other, antler tine",Cervidae,antler,,Feature,accelerator mass spectrometry,,,,
6185,Sister's Creek Mound 54 [11F],University of Michigan Radiocarbon Dates IV,https://doi.org/10.1017/S0033822200020452,7394,SISTCR54,CARD,84679,Assemblage,M-549,810,125,FALSE,Charcoal,,,,Spoon River Focus village site,conventional radiometric,-25,,,
6185,Sister's Creek Mound 54 [11F],University of Michigan Radiocarbon Dates XV,https://doi.org/10.1017/S0033822200001089,7394,SISTCR54,CARD,84679,Assemblage,M-1192,520,200,FALSE,Charcoal,,,,"timber of a Mississippian house, with Mississippian Plain and Cordmarked pottery",conventional radiometric,-25,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162200,600,15,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 83.2,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162204,820,15,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 6,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162199,605,20,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 83.1,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162201,810,20,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 14.2,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162202,825,20,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 12,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UCIAMS-162203,820,20,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 5,accelerator mass spectrometry,,,,
6198,Morton Mound 15 [11F15],Wilson et al. 2017,https://doi.org/10.1080/0734578X.2017.1377510,7407,MORTMD15,CARD,84692,Assemblage,UGAMS-13463,840,25,FALSE,"Seeds, Zea mays",Zea mays,seeds,,Feature 14.1,accelerator mass spectrometry,-8.7,,,
6202,DeMange/Turner [11S447/50],Illinois State Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7411,DEMATURN,CARD,84696,Assemblage,ISGS-732,1050,80,FALSE,"Charcoal, Charred Wood",,,,"fill of Stirling phase hearth, feature 83",conventional radiometric,-26.1,,,
6202,DeMange/Turner [11S447/50],Illinois State Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,7411,DEMATURN,CARD,84696,Assemblage,ISGS-733,1060,80,FALSE,"Charcoal, Charred Wood",,,,"burned fill along southeast basin wall of Stirling phase, feature 5",conventional radiometric,-25,,,
